course_id,subject_area,course_title,avg_gpa,pct_A,pct_B,pct_C,pct_D,pct_F,dfw_rate,total_letter_grades,total_all_grades,total_dfw,total_A,total_B,total_C,total_D,total_F
AF AMER M104B,AF AMER,African American Literature from Harlem Renaissance to 1960s,3.75,77.78,22.22,0.0,0.0,0.0,0.0,54,59,0,42,12,0,0,0
AF AMER M104E,AF AMER,Topics in African American Literature and Culture,3.316,47.73,40.91,11.36,0.0,0.0,0.0,44,48,0,21,18,5,0,0
AF AMER M107,AF AMER,Cultural History of Rap,3.258,61.73,24.69,3.7,0.0,9.88,11.63,81,86,10,50,20,3,0,8
AF AMER M10A,AF AMER,History of Africa to 1800,3.406,55.56,39.51,1.23,0.0,3.7,3.45,81,87,3,45,32,1,0,3
AF AMER M115,AF AMER,We Gone Be Alright: Developing Next Generation of Black Organizers,3.606,78.0,14.0,2.0,2.0,4.0,6.0,50,50,3,39,7,1,1,2
AF AMER M121,AF AMER,Afro-Indigenous History: from Enslavement and Settlement to Black Lives Matter and Indigenous Sovereignty,3.963,98.39,0.81,0.0,0.81,0.0,0.78,124,128,1,122,1,0,1,0
AF AMER M124,AF AMER,Comparative Racialization and Indigeneity,3.802,87.72,8.77,1.75,0.0,1.75,1.59,57,63,1,50,5,1,0,1
AF AMER M154C,AF AMER,Black Experience in Latin America and Caribbean I,3.256,56.9,25.29,12.07,0.57,5.17,5.59,174,179,10,99,44,21,1,9
AF AMER M155,AF AMER,Afro-Latina/o Experience(s) in U.S.,3.564,63.64,27.27,9.09,0.0,0.0,0.0,33,33,0,21,9,3,0,0
AF AMER M158B,AF AMER,Introduction to Afro-American History,3.841,89.22,9.8,0.98,0.0,0.0,0.88,102,114,1,91,10,1,0,0
AF AMER M158C,AF AMER,Introduction to Afro-American History,3.85,91.67,7.29,1.04,0.0,0.0,0.0,96,100,0,88,7,1,0,0
AF AMER M159P,AF AMER,Constructing Race,3.186,47.14,38.57,8.57,1.43,4.29,5.26,70,76,4,33,27,6,1,3
AF AMER M173,AF AMER,Nonviolence and Social Movements,3.795,86.16,11.32,2.52,0.0,0.0,0.0,159,173,0,137,18,4,0,0
AF AMER M18,AF AMER,Leadership and Student-Initiated Retention,3.937,96.15,2.56,1.28,0.0,0.0,0.0,78,78,0,75,2,1,0,0
AF AMER M5,AF AMER,Social Organization of Black Communities,3.87,92.2,6.44,1.02,0.0,0.34,0.34,295,297,1,272,19,3,0,1
AM IND M10,AM IND,Introduction to American Indian Studies,3.661,80.0,13.11,4.54,1.01,1.34,2.41,595,623,15,476,78,27,6,8
AM IND M187A,AM IND,Special Topics in American Indian and Gender Studies,3.733,88.89,2.78,5.56,0.0,2.78,2.56,36,39,1,32,1,2,0,1
AN N EA 10W,AN N EA,Jerusalem: Holy City,3.62,76.48,17.1,3.12,0.78,2.52,3.33,1152,1172,39,881,197,36,9,29
AN N EA 12W,AN N EA,Jerusalem: Holy City,3.588,69.23,25.0,5.77,0.0,0.0,0.0,104,105,0,72,26,6,0,0
AN N EA 14W,AN N EA,"Medicine, Magic, and Science in Ancient Times",3.46,67.7,19.9,7.49,1.81,3.1,4.87,387,390,19,262,77,29,7,12
AN N EA 15,AN N EA,Women and Power in Ancient World,3.436,67.06,20.59,7.45,2.16,2.75,4.9,510,531,26,342,105,38,11,14
AN N EA 15W,AN N EA,Women and Power in Ancient World,3.703,84.8,9.23,2.56,0.82,2.59,3.89,3046,3135,122,2583,281,78,25,79
AN N EA 162,AN N EA,"Archaeology, Identity, and Bible",3.155,52.38,28.57,10.71,2.98,5.36,7.61,168,197,15,88,48,18,5,9
AN N EA CM163,AN N EA,Archaeology of Iran,3.647,79.49,12.82,5.13,0.0,2.56,2.41,78,83,2,62,10,4,0,2
AN N EA M103A,AN N EA,History of Ancient Egypt,3.426,61.4,22.81,12.28,3.51,0.0,3.51,57,57,2,35,13,7,2,0
AN N EA M103B,AN N EA,History of Ancient Egypt,3.723,87.1,0.0,12.9,0.0,0.0,0.0,31,33,0,27,0,4,0,0
AN N EA M130,AN N EA,Ancient Egyptian Religion,3.502,74.01,15.84,3.47,2.72,3.96,6.97,404,445,31,299,64,14,11,16
AN N EA M135,AN N EA,Religion in Ancient Israel,3.433,62.5,25.0,8.33,4.17,0.0,3.85,48,52,2,30,12,4,2,0
AN N EA M50A,AN N EA,First Civilizations,3.297,52.32,34.44,9.27,1.99,1.99,3.95,151,152,6,79,52,14,3,3
AN N EA M50B,AN N EA,"Origins of Judaism, Christianity, and Islam",3.355,61.9,21.43,13.1,2.38,1.19,3.57,84,84,3,52,18,11,2,1
AN N EA M60W,AN N EA,Achaemenid Civilization and Empire of Alexander,3.649,77.42,19.35,1.94,0.65,0.65,1.92,155,156,3,120,30,3,1,1
AN N EA M70,AN N EA,"Demons, Fear, and Uncanny in Ancient World",3.825,90.81,6.25,0.74,0.0,2.21,2.09,272,287,6,247,17,2,0,6
ANTHRO 1,ANTHRO,Human Evolution,3.021,46.72,25.91,16.82,5.49,5.06,11.45,2057,2235,256,961,533,346,113,104
ANTHRO 100,ANTHRO,History of Anthropology,3.687,83.33,9.26,3.7,1.85,1.85,3.64,108,110,4,90,10,4,2,2
ANTHRO 110,ANTHRO,Principles of Archaeology,3.752,82.95,14.1,1.31,0.33,1.31,1.94,305,309,6,253,43,4,1,4
ANTHRO 111,ANTHRO,Theory in Anthropological Archaeology,3.279,45.21,43.62,9.04,0.0,2.13,2.06,188,194,4,85,82,17,0,4
ANTHRO 112S,ANTHRO,Politics of Past,3.751,84.62,12.82,2.56,0.0,0.0,0.0,39,39,0,33,5,1,0,0
ANTHRO 113P,ANTHRO,Archaeology of North America,3.928,95.04,3.55,1.42,0.0,0.0,0.0,141,141,0,134,5,2,0,0
ANTHRO 113Q,ANTHRO,California Archaeology,3.149,49.09,32.73,12.73,3.64,1.82,5.17,55,58,3,27,18,7,2,1
ANTHRO 114P,ANTHRO,Ancient Civilizations of Mesoamerica,3.162,44.0,38.0,12.0,4.0,2.0,5.56,50,54,3,22,19,6,2,1
ANTHRO 116P,ANTHRO,Archaeology of South Asia,3.151,59.46,16.22,14.86,1.35,8.11,9.09,74,77,7,44,12,11,1,6
ANTHRO 116Q,ANTHRO,Selected Topics in Archaeology of China,3.672,85.63,9.77,0.0,0.0,4.6,4.76,174,189,9,149,17,0,0,8
ANTHRO 116S,ANTHRO,Selected Topics in Archaeology of Southeast Asia,3.737,82.28,12.03,4.43,0.0,1.27,1.25,158,160,2,130,19,7,0,2
ANTHRO 116XP,ANTHRO,Collaborative and Community-Engaged Archaeology,3.998,100.0,0.0,0.0,0.0,0.0,0.0,131,131,0,131,0,0,0,0
ANTHRO 118Q,ANTHRO,Conquest and Colonialism,3.88,90.94,7.9,0.77,0.19,0.19,0.38,519,531,2,472,41,4,1,1
ANTHRO 118R,ANTHRO,Religion and Urbanism,3.417,67.5,20.0,5.0,2.5,5.0,10.2,40,49,5,27,8,2,1,2
ANTHRO 119,ANTHRO,Selected Topics in Archaeology,3.667,78.31,15.62,3.31,1.29,1.47,3.04,544,559,17,426,85,18,7,8
ANTHRO 120,ANTHRO,Survey of Biological Anthropology,3.883,89.13,8.7,2.17,0.0,0.0,0.0,46,47,0,41,4,1,0,0
ANTHRO 124P,ANTHRO,Human Behavioral Ecology,2.889,37.4,31.71,18.7,7.32,4.88,14.29,123,133,19,46,39,23,9,6
ANTHRO 124Q,ANTHRO,Evolutionary Psychology,3.661,76.86,17.9,3.53,0.85,0.85,1.68,821,834,14,631,147,29,7,7
ANTHRO 124S,ANTHRO,Evolution of Human Sexual Behavior,2.91,38.61,31.37,17.96,6.97,5.09,13.48,373,423,57,144,117,67,26,19
ANTHRO 124T,ANTHRO,Evolution of Personality,3.66,76.19,14.29,9.52,0.0,0.0,2.04,42,49,1,32,6,4,0,0
ANTHRO 126N,ANTHRO,"Genes, Disease, and Culture",3.802,83.4,14.62,1.58,0.4,0.0,0.38,253,260,1,211,37,4,1,0
ANTHRO 126P,ANTHRO,Paleopathology,3.273,56.38,25.0,11.17,4.26,3.19,7.18,188,209,15,106,47,21,8,6
ANTHRO 126Q,ANTHRO,Evolution of Genus Homo,3.291,62.04,20.37,10.19,2.78,4.63,8.62,108,116,10,67,22,11,3,5
ANTHRO 128P,ANTHRO,Primate Behavior Nonhuman to Human,3.038,35.45,34.62,28.6,1.0,0.33,1.54,598,648,10,212,207,171,6,2
ANTHRO 129,ANTHRO,Selected Topics in Biological Anthropology,3.535,67.17,24.09,6.78,1.43,0.54,2.07,1121,1162,24,753,270,76,16,6
ANTHRO 130,ANTHRO,Study of Culture,3.811,89.78,7.66,0.98,0.39,1.18,1.75,509,515,9,457,39,5,2,6
ANTHRO 133,ANTHRO,Anthropology of Food,3.672,76.82,19.06,2.55,1.38,0.2,1.52,509,528,8,391,97,13,7,1
ANTHRO 135,ANTHRO,Visual Anthropology: Documentary Photography,3.666,83.22,10.07,0.67,2.01,4.03,6.67,149,165,11,124,15,1,3,6
ANTHRO 135R,ANTHRO,Multimedia Ethnography,4.0,100.0,0.0,0.0,0.0,0.0,1.79,54,56,1,54,0,0,0,0
ANTHRO 135S,ANTHRO,"Sex, Race, and Difference in Transnational Film",3.803,91.3,5.26,1.01,0.2,2.23,4.1,494,536,22,451,26,5,1,11
ANTHRO 136A,ANTHRO,Introduction to Psychological Anthropology: Historical Development,3.612,74.51,19.61,3.92,0.0,1.96,1.96,51,51,1,38,10,2,0,1
ANTHRO 136B,ANTHRO,Introduction to Psychological Anthropology: Current Topics and Research,3.82,90.19,7.41,0.74,0.37,1.3,1.66,540,542,9,487,40,4,2,7
ANTHRO 136M,ANTHRO,Medical Anthropology,3.936,96.32,2.45,0.61,0.61,0.0,0.6,163,168,1,157,4,1,1,0
ANTHRO 137P,ANTHRO,Anthropology of Deviance and Abnormality,3.89,90.43,7.83,1.74,0.0,0.0,0.0,115,117,0,104,9,2,0,0
ANTHRO 138P,ANTHRO,Field Methods in Cultural Anthropology,3.657,80.42,12.65,4.22,0.6,2.11,2.95,332,339,10,267,42,14,2,7
ANTHRO 139,ANTHRO,Selected Topics in Cultural Anthropology,3.808,89.63,6.48,2.02,0.86,1.01,2.35,694,722,17,622,45,14,6,7
ANTHRO 140,ANTHRO,Study of Social Systems,3.763,87.02,8.91,2.33,0.78,0.97,1.71,516,526,9,449,46,12,4,5
ANTHRO 141,ANTHRO,Careers in Anthropology,3.829,87.42,10.69,1.57,0.0,0.31,0.61,318,326,2,278,34,5,0,1
ANTHRO 143,ANTHRO,Economic Anthropology,3.713,81.13,15.09,1.89,0.0,1.89,1.85,53,54,1,43,8,1,0,1
ANTHRO 145S,ANTHRO,"Culture, Gender, Sexuality",3.784,85.45,10.91,1.82,1.82,0.0,1.72,55,58,1,47,6,1,1,0
ANTHRO 146,ANTHRO,Urban Anthropology,3.808,89.8,6.12,4.08,0.0,0.0,0.0,49,49,0,44,3,2,0,0
ANTHRO 149,ANTHRO,Selected Topics in Social Anthropology,3.797,87.78,8.76,1.22,1.02,1.22,2.32,491,517,12,431,43,6,5,6
ANTHRO 151,ANTHRO,Ethnography of Everyday Speech,3.729,90.2,3.92,0.0,3.92,1.96,5.45,51,55,3,46,2,0,2,1
ANTHRO 153,ANTHRO,Language and Identity,3.49,73.81,19.05,0.0,2.38,4.76,6.82,42,44,3,31,8,0,1,2
ANTHRO 154Q,ANTHRO,Gender and Language in Society,3.391,68.38,16.18,8.09,2.21,5.15,6.49,136,154,10,93,22,11,3,7
ANTHRO 155,ANTHRO,Native American Languages and Their Speakers,3.506,62.32,31.88,1.45,1.45,2.9,6.41,69,78,5,43,22,1,1,2
ANTHRO 159,ANTHRO,Selected Topics in Linguistic Anthropology,3.755,85.29,11.18,1.76,0.59,1.18,1.69,170,177,3,145,19,3,1,2
ANTHRO 163P,ANTHRO,Ideology and Social Change in Contemporary China,3.126,57.89,21.05,10.53,0.0,10.53,8.96,57,67,6,33,12,6,0,6
ANTHRO 163Q,ANTHRO,Societies of Central Asia,3.226,40.32,48.39,8.06,0.0,3.23,3.23,62,62,2,25,30,5,0,2
ANTHRO 169,ANTHRO,Selected Topics in Regional Cultures,3.727,79.45,18.81,1.3,0.0,0.43,0.57,691,704,4,549,130,9,0,3
ANTHRO 191,ANTHRO,Variable Topics Research Seminars: Anthropology,3.727,80.53,16.81,1.77,0.0,0.88,0.85,113,117,1,91,19,2,0,1
ANTHRO 191HA,ANTHRO,Beginning Seminar,3.882,91.18,5.88,2.94,0.0,0.0,0.0,34,40,0,31,2,1,0,0
ANTHRO 191HB,ANTHRO,Field Methods,3.991,100.0,0.0,0.0,0.0,0.0,0.0,34,42,0,34,0,0,0,0
ANTHRO 191HC,ANTHRO,Data Analysis,3.949,100.0,0.0,0.0,0.0,0.0,0.0,35,35,0,35,0,0,0,0
ANTHRO 191HD,ANTHRO,Writing for Anthropology,3.917,94.29,5.71,0.0,0.0,0.0,0.0,35,36,0,33,2,0,0,0
ANTHRO 191HE,ANTHRO,Writing for Publication and Conference Presentations,3.934,94.29,5.71,0.0,0.0,0.0,0.0,35,35,0,33,2,0,0,0
ANTHRO 195CE,ANTHRO,Community and Corporate Internships in Anthropology,3.958,98.31,1.69,0.0,0.0,0.0,0.0,59,68,0,58,1,0,0,0
ANTHRO 197,ANTHRO,Individual Studies in Anthropology,4.0,100.0,0.0,0.0,0.0,0.0,0.0,198,198,0,198,0,0,0,0
ANTHRO 2,ANTHRO,Archaeology: Introduction,3.75,83.07,12.47,3.16,0.76,0.55,1.39,2374,2510,35,1972,296,75,18,13
ANTHRO 200,ANTHRO,Anthropology Graduate Proseminar,4.0,100.0,0.0,0.0,0.0,0.0,0.0,49,50,0,49,0,0,0,0
ANTHRO 203A,ANTHRO,Core Seminar: Sociocultural Anthropology--Historical and Philosophical Foundations of Anthropology,3.965,100.0,0.0,0.0,0.0,0.0,0.0,34,34,0,34,0,0,0,0
ANTHRO 203C,ANTHRO,Core Seminar: Sociocultural Anthropology--Scientific and Interpretive Frameworks in Contemporary Anthropology,3.976,100.0,0.0,0.0,0.0,0.0,0.0,37,44,0,37,0,0,0,0
ANTHRO 283,ANTHRO,Proposal Writing Seminar,3.968,100.0,0.0,0.0,0.0,0.0,0.0,38,43,0,38,0,0,0,0
ANTHRO 3,ANTHRO,Culture and Society,3.613,75.67,17.81,3.38,1.24,1.9,3.26,2100,2179,71,1589,374,71,26,40
ANTHRO 4,ANTHRO,Culture and Communication,3.778,86.35,9.29,2.78,0.52,1.07,1.67,2520,2572,43,2176,234,70,13,27
ANTHRO 98T,ANTHRO,Governing from Below in Latin America,3.961,96.97,3.03,0.0,0.0,0.0,0.0,33,33,0,32,1,0,0,0
ANTHRO C117,ANTHRO,Selected Laboratory Topics in Archaeology,3.693,71.64,26.87,1.49,0.0,0.0,0.0,67,72,0,48,18,1,0,0
ANTHRO CM110Q,ANTHRO,Introduction to Archaeological Sciences,3.66,77.19,19.3,1.75,0.0,1.75,1.75,57,57,1,44,11,1,0,1
ANTHRO M124R,ANTHRO,Evolution of Language,3.61,70.0,25.0,5.0,0.0,0.0,0.0,60,63,0,42,15,3,0,0
ANTHRO M126N,ANTHRO,"Genes, Disease, and Culture",3.62,75.9,16.27,5.12,0.3,2.41,2.8,332,357,10,252,54,17,1,8
ANTHRO M128T,ANTHRO,Amazon in Anthropocene,3.905,92.11,7.89,0.0,0.0,0.0,0.0,38,38,0,35,3,0,0,0
ANTHRO M144P,ANTHRO,Constructing Race,3.276,57.3,28.09,8.43,1.12,5.06,6.45,178,186,12,102,50,15,2,9
ANTHRO M145P,ANTHRO,"Marriage, Family, and Kinship",3.149,37.31,47.76,10.45,1.49,2.99,4.83,134,145,7,50,64,14,2,4
ANTHRO M150,ANTHRO,Language in Culture,3.652,79.52,11.44,5.85,1.6,1.6,3.16,376,380,12,299,43,22,6,6
ANTHRO M152P,ANTHRO,Language Development and Socialization,3.301,52.38,28.57,15.48,3.57,0.0,4.17,84,96,4,44,24,13,3,0
ANTHRO M156,ANTHRO,Language Endangerment and Linguistic Revitalization,3.635,77.65,18.82,0.0,0.0,3.53,3.45,85,87,3,66,16,0,0,3
ANTHRO M166Q,ANTHRO,Culture Area of Maghrib (North Africa),3.771,82.56,15.12,2.33,0.0,0.0,0.0,86,88,0,71,13,2,0,0
ANTHRO M67W,ANTHRO,Making and Studying Modern Middle East,3.25,60.87,23.48,6.96,0.87,7.83,8.62,115,116,10,70,27,8,1,9
APP CHM 201A,APP CHM,Modern Analytical Methods in Chemistry,4.0,100.0,0.0,0.0,0.0,0.0,0.0,71,71,0,71,0,0,0,0
APP CHM 201B,APP CHM,Modern Analytical Methods in Chemistry,3.668,64.1,34.19,1.71,0.0,0.0,0.0,117,117,0,75,40,2,0,0
APP CHM 202,APP CHM,Data Management in Science,3.834,87.23,12.77,0.0,0.0,0.0,0.0,47,47,0,41,6,0,0,0
APP CHM 203,APP CHM,Synthetic Methods,3.657,63.27,36.73,0.0,0.0,0.0,0.0,49,49,0,31,18,0,0,0
APP CHM 204,APP CHM,Workflow Management,3.836,86.36,13.64,0.0,0.0,0.0,0.0,44,44,0,38,6,0,0,0
APP CHM 205A,APP CHM,Careers in Chemistry,3.971,98.95,1.05,0.0,0.0,0.0,0.0,95,116,0,94,1,0,0,0
APP CHM 205B,APP CHM,Careers in Chemistry,3.99,100.0,0.0,0.0,0.0,0.0,0.0,117,117,0,117,0,0,0,0
APP CHM 209,APP CHM,Modern Topics in Applied Chemical Sciences,3.979,98.91,1.09,0.0,0.0,0.0,0.0,92,92,0,91,1,0,0,0
APP CHM C202,APP CHM,Data Management in Science,3.73,84.85,15.15,0.0,0.0,0.0,0.0,33,33,0,28,5,0,0,0
ARABIC 102A,ARABIC,Intermediate Standard Arabic,3.728,85.29,7.35,5.88,0.0,1.47,1.32,68,76,1,58,5,4,0,1
ARABIC 102B,ARABIC,Intermediate Standard Arabic,3.609,76.36,14.55,7.27,0.0,1.82,3.03,55,66,2,42,8,4,0,1
ARABIC 102C,ARABIC,Intermediate Standard Arabic,3.631,69.44,25.0,5.56,0.0,0.0,0.0,36,38,0,25,9,2,0,0
ARABIC 115,ARABIC,Studies in Arabic Dialectology,3.963,96.83,3.17,0.0,0.0,0.0,0.0,63,63,0,61,2,0,0,0
ARABIC 150,ARABIC,Classical Arabic Literature in English,3.893,91.18,7.35,1.47,0.0,0.0,0.0,68,74,0,62,5,1,0,0
ARABIC 1A,ARABIC,Elementary Standard Arabic,3.785,85.64,11.05,1.66,1.66,0.0,1.49,181,202,3,155,20,3,3,0
ARABIC 1B,ARABIC,Elementary Standard Arabic,3.793,87.34,10.76,0.63,0.0,1.27,1.18,158,170,2,138,17,1,0,2
ARABIC 1C,ARABIC,Elementary Standard Arabic,3.824,87.97,9.49,2.53,0.0,0.0,0.0,158,171,0,139,15,4,0,0
ARCH&UD 103,ARCH&UD,Introduction to Architectural Design,3.821,89.29,9.52,0.0,0.0,1.19,1.19,84,84,1,75,8,0,0,1
ARCH&UD 10A,ARCH&UD,History of Architecture and Urban Design: Prehistory to Mannerism,3.803,87.31,9.46,2.2,0.13,0.91,1.35,772,815,11,674,73,17,1,7
ARCH&UD 10B,ARCH&UD,History of Architecture and Urban Design: Baroque to Contemporary Moment,3.814,89.62,7.5,1.0,0.62,1.25,1.91,800,837,16,717,60,8,5,10
ARCH&UD 121,ARCH&UD,Studio I,3.647,74.32,22.97,0.0,1.35,1.35,2.7,74,74,2,55,17,0,1,1
ARCH&UD 122,ARCH&UD,Studio II,3.431,56.25,37.5,3.75,0.0,2.5,2.35,80,85,2,45,30,3,0,2
ARCH&UD 123,ARCH&UD,Studio III,3.699,81.0,18.0,0.0,0.0,1.0,1.0,100,100,1,81,18,0,0,1
ARCH&UD 131,ARCH&UD,Issues in Contemporary Design,3.806,92.45,4.72,0.94,0.94,0.94,1.89,106,106,2,98,5,1,1,1
ARCH&UD 132,ARCH&UD,Domestic Architecture: Critical History,3.77,88.35,9.71,0.0,0.0,1.94,1.85,103,108,2,91,10,0,0,2
ARCH&UD 133,ARCH&UD,Modernism and Metropolis,3.794,86.49,13.51,0.0,0.0,0.0,0.0,148,157,0,128,20,0,0,0
ARCH&UD 141,ARCH&UD,Technology I: Projections,3.697,77.89,17.89,3.16,0.0,1.05,1.05,95,95,1,74,17,3,0,1
ARCH&UD 142,ARCH&UD,Technology II: Building Materials and Methods,3.743,73.91,26.09,0.0,0.0,0.0,0.0,69,69,0,51,18,0,0,0
ARCH&UD 143,ARCH&UD,Technology III: Digital Technology,3.553,63.44,34.41,1.08,0.0,1.08,1.03,93,97,1,59,32,1,0,1
ARCH&UD 220,ARCH&UD,Introduction to Computers,3.978,100.0,0.0,0.0,0.0,0.0,0.0,54,54,0,54,0,0,0,0
ARCH&UD 221,ARCH&UD,Architectural Mediation I,3.763,80.57,19.43,0.0,0.0,0.0,0.0,211,215,0,170,41,0,0,0
ARCH&UD 222,ARCH&UD,Architectural Mediation II,3.75,87.5,12.5,0.0,0.0,0.0,0.0,232,232,0,203,29,0,0,0
ARCH&UD 223,ARCH&UD,Architectural Mediation III,3.737,80.27,18.71,1.02,0.0,0.0,0.0,294,294,0,236,55,3,0,0
ARCH&UD 289,ARCH&UD,Special Topics in Architecture and Urban Design,3.771,82.94,16.26,0.74,0.0,0.06,0.06,1630,1652,1,1352,265,12,0,1
ARCH&UD 291,ARCH&UD,Theory of Architectural Programming  ,3.627,68.63,30.72,0.65,0.0,0.0,0.0,153,155,0,105,47,1,0,0
ARCH&UD 30,ARCH&UD,Introduction to Architectural Studies,3.806,87.31,9.99,1.48,0.27,0.94,1.17,741,768,9,647,74,11,2,7
ARCH&UD 401,ARCH&UD,Advanced Topics Studio,3.789,83.95,15.95,0.0,0.0,0.1,0.1,953,955,1,800,152,0,0,1
ARCH&UD 403C,ARCH&UD,Research Studio,3.838,88.27,11.42,0.31,0.0,0.0,0.0,324,325,0,286,37,1,0,0
ARCH&UD 411,ARCH&UD,Introductory Design Studio  ,3.78,83.05,16.95,0.0,0.0,0.0,0.0,118,118,0,98,20,0,0,0
ARCH&UD 412,ARCH&UD,Building Design Studio  ,3.664,70.37,28.7,0.93,0.0,0.0,0.0,108,108,0,76,31,1,0,0
ARCH&UD 413,ARCH&UD,Building Design with Landscape Studio  ,3.787,81.67,18.33,0.0,0.0,0.0,0.0,120,123,0,98,22,0,0,0
ARCH&UD 414,ARCH&UD,Major Building Design Studio,3.789,81.74,18.26,0.0,0.0,0.0,0.0,115,115,0,94,21,0,0,0
ARCH&UD 415,ARCH&UD,Comprehensive Studio,3.795,81.97,18.03,0.0,0.0,0.0,0.0,122,123,0,100,22,0,0,0
ARCH&UD 431,ARCH&UD,Structures I  ,3.588,72.0,22.0,6.0,0.0,0.0,0.0,150,152,0,108,33,9,0,0
ARCH&UD 432,ARCH&UD,Structures II  ,3.732,86.15,10.77,3.08,0.0,0.0,0.0,130,135,0,112,14,4,0,0
ARCH&UD 433,ARCH&UD,Structures III  ,3.73,81.06,15.91,3.03,0.0,0.0,0.0,132,135,0,107,21,4,0,0
ARCH&UD 436,ARCH&UD,Introduction to Building Construction,3.825,90.57,9.43,0.0,0.0,0.0,0.0,159,159,0,144,15,0,0,0
ARCH&UD 437,ARCH&UD,Building Construction,3.711,84.38,15.62,0.0,0.0,0.0,0.0,224,229,0,189,35,0,0,0
ARCH&UD 441,ARCH&UD,Environmental Control Systems  ,3.837,100.0,0.0,0.0,0.0,0.0,0.0,70,70,0,70,0,0,0,0
ARCH&UD 442,ARCH&UD,Building Climatology  ,3.722,81.51,14.29,2.52,0.0,1.68,1.68,119,119,2,97,17,3,0,2
